CG10002	CG11899	1
CG10002	CG15224	1
CG10002	CG1925	1
CG10002	CG6238	1
CG10002	CG6459	1
CG10002	CG7081	1
CG10007	CG11205	1
CG10019	CG3953	1
CG10059	CG13142	1
CG10059	CG15136	1
CG10061	CG10159	1
CG10061	CG8010	1
CG10068	CG32016	1
CG10068	CG6608	1
CG10069	CG1417	1
CG1007	CG18608	1
CG1007	CG5102	1
CG1007	CG7849	1
CG10071	CG14718	1
CG10075	CG9911	1
CG10078	CG3332	1
CG10080	CG4983	1
CG10098	CG12363	1
CG10098	CG9473	1
CG10108	CG1104	1
CG10108	CG11486	1
CG10108	CG14053	1
CG10108	CG14696	1
CG10108	CG4057	1
CG10108	CG4798	1
CG10108	CG5792	1
CG10108	CG5933	1
CG10108	CG6779	1
CG10108	CG7518	1
CG10108	CG8598	1
CG10109	CG5274	1
CG10118	CG11380	1
CG10118	CG13620	1
CG10118	CG14684	1
CG10118	CG15697	1
CG10118	CG1825	1
CG10118	CG5303	1
CG10118	CG6743	1
CG10118	CG7757	1
CG10120	CG13576	1
CG10122	CG6843	1
CG10144	CG11183	1
CG10149	CG11656	1
CG10149	CG14235	1
CG10149	CG8725	1
CG10153	CG18064	1
CG10153	CG5161	1
CG10153	CG9577	1
CG10154	CG10221	1
CG10154	CG10263	1
CG10154	CG10305	1
CG10154	CG12163	1
CG10154	CG13694	1
CG10154	CG17369	1
CG10154	CG17824	1
CG10154	CG17894	1
CG10154	CG3180	1
CG10154	CG4863	1
CG10154	CG9425	1
CG10154	CG9653	1
CG10158	CG15071	1
CG10158	CG1977	1
CG10158	CG3810	1
CG10159	CG10650	1
CG10159	CG13742	1
CG10159	CG6459	1
CG10159	CG8092	1
CG10159	CG8216	1
CG10161	CG2061	1
CG10161	CG6608	1
CG10164	CG1163	1
CG10164	CG14622	1
CG10164	CG32940	1
CG10164	CG5408	1
CG10164	CG9331	1
CG10164	CG9776	1
CG10174	CG12081	1
CG10189	CG7856	1
CG10192	CG13157	1
CG10192	CG13427	1
CG10192	CG13857	1
CG10192	CG14549	1
CG10192	CG17018	1
CG10192	CG3589	1
CG10192	CG3972	1
CG10192	CG6684	1
CG10192	CG7570	1
CG10192	CG7725	1
CG10192	CG8251	1
CG10198	CG10594	1
CG10198	CG4303	1
CG10208	CG33070	1
CG10209	CG10215	1
CG10209	CG10650	1
CG10209	CG11525	1
CG10209	CG13492	1
CG10209	CG15224	1
CG10209	CG15525	1
CG10209	CG3174	1
CG10209	CG33103	1
CG10212	CG17785	1
CG10212	CG3911	1
CG10214	CG7222	1
CG10215	CG11164	1
CG10215	CG17158	1
CG10215	CG33052	1
CG10215	CG3697	1
CG10219	CG1416	1
CG10219	CG1660	1
CG10219	CG6524	1
CG10219	CG9035	1
CG10222	CG32683	1
CG10231	CG6864	1
CG10236	CG2540	1
CG10236	CG4216	1
CG10236	CG8793	1
CG10237	CG4840	1
CG10237	CG9796	1
CG10238	CG13090	1
CG10252	CG1486	1
CG10252	CG3792	1
CG10257	CG9242	1
CG10263	CG10387	1
CG10263	CG10480	1
CG10263	CG10523	1
CG10263	CG10527	1
CG10263	CG10710	1
CG10263	CG10948	1
CG10263	CG1104	1
CG10263	CG12548	1
CG10263	CG1314	1
CG10263	CG13281	1
CG10263	CG13311	1
CG10263	CG13630	1
CG10263	CG14696	1
CG10263	CG14805	1
CG10263	CG1502	1
CG10263	CG15167	1
CG10263	CG15865	1
CG10263	CG17510	1
CG10263	CG18135	1
CG10263	CG18496	1
CG10263	CG2261	1
CG10263	CG2865	1
CG10263	CG3021	1
CG10263	CG31869	1
CG10263	CG31999	1
CG10263	CG32264	1
CG10263	CG32425	1
CG10263	CG3308	1
CG10263	CG3496	1
CG10263	CG3689	1
CG10263	CG4216	1
CG10263	CG4778	1
CG10263	CG5380	1
CG10263	CG5576	1
CG10263	CG5709	1
CG10263	CG6378	1
CG10263	CG6459	1
CG10263	CG7787	1
CG10263	CG7997	1
CG10263	CG9060	1
CG10281	CG5258	1
CG10302	CG17158	1
CG10305	CG10510	1
CG10305	CG11181	1
CG10305	CG13287	1
CG10305	CG13576	1
CG10305	CG14543	1
CG10305	CG1528	1
CG10305	CG16747	1
CG10305	CG3880	1
CG10305	CG4167	1
CG10305	CG4887	1
CG10305	CG6310	1
CG10305	CG8230	1
CG10305	CG8487	1
CG10305	CG9415	1
CG10305	CG9986	1
CG10306	CG30084	1
CG10306	CG5642	1
CG10306	CG6775	1
CG10308	CG4877	1
CG10308	CG7518	1
CG10311	CG12746	1
CG10311	CG31643	1
CG10315	CG2677	1
CG10324	CG3019	1
CG10324	CG6340	1
CG10324	CG6843	1
CG10326	CG12721	1
CG10326	CG1417	1
CG10335	CG14666	1
CG10336	CG7191	1
CG10341	CG5519	1
CG10343	CG12958	1
CG10346	CG11248	1
CG10346	CG7210	1
CG10346	CG7352	1
CG10363	CG31163	1
CG10363	CG4841	1
CG10363	CG7182	1
CG10364	CG12363	1
CG10364	CG12775	1
CG10364	CG14025	1
CG10364	CG16853	1
CG10364	CG2168	1
CG10364	CG2233	1
CG10364	CG30011	1
CG10364	CG3186	1
CG10364	CG7283	1
CG10364	CG8975	1
CG10364	CG9091	1
CG10373	CG1391	1
CG10373	CG6707	1
CG10373	CG8248	1
CG10373	CG9543	1
CG10373	CG9653	1
CG10385	CG11539	1
CG10387	CG10652	1
CG10387	CG11181	1
CG10387	CG11227	1
CG10387	CG1391	1
CG10387	CG14297	1
CG10387	CG15811	1
CG10387	CG17050	1
CG10387	CG18734	1
CG10387	CG3213	1
CG10387	CG32647	1
CG10387	CG3557	1
CG10387	CG3929	1
CG10387	CG8216	1
CG10387	CG8383	1
CG10387	CG9938	1
CG10392	CG10523	1
CG10392	CG10664	1
CG10392	CG31175	1
CG10392	CG31635	1
CG10392	CG33141	1
CG10392	CG5709	1
CG10392	CG6416	1
CG10392	CG6843	1
CG10392	CG8725	1
CG10395	CG10694	1
CG10395	CG1104	1
CG10395	CG11427	1
CG10395	CG13022	1
CG10395	CG14025	1
CG10395	CG14549	1
CG10395	CG18398	1
CG10395	CG33067	1
CG10395	CG6380	1
CG10395	CG7424	1
CG10395	CG9331	1
CG10406	CG9986	1
CG10414	CG9734	1
CG10415	CG1276	1
CG10415	CG15293	1
CG10418	CG4279	1
CG10419	CG16725	1
CG10419	CG7231	1
CG10423	CG11427	1
CG10423	CG14044	1
CG10423	CG5662	1
CG10424	CG11183	1
CG10436	CG32016	1
CG10463	CG32183	1
CG10470	CG9511	1
CG10479	CG7238	1
CG10480	CG11899	1
CG10480	CG13005	1
CG10480	CG2865	1
CG10480	CG31999	1
CG10484	CG14145	1
CG10486	CG7726	1
CG10489	CG11555	1
CG10489	CG4087	1
CG1049	CG6519	1
CG10494	CG4159	1
CG10494	CG4617	1
CG10494	CG5681	1
CG10510	CG10602	1
CG10510	CG15124	1
CG10510	CG1591	1
CG10510	CG17387	1
CG10510	CG17520	1
CG10510	CG2674	1
CG10510	CG2774	1
CG10510	CG5642	1
CG10510	CG6398	1
CG10510	CG6519	1
CG10510	CG8282	1
CG10510	CG8479	1
CG10520	CG14225	1
CG10522	CG4795	1
CG10523	CG12860	1
CG10523	CG13159	1
CG10523	CG5134	1
CG10523	CG9653	1
CG10527	CG11164	1
CG10527	CG13928	1
CG10527	CG17903	1
CG10527	CG2099	1
CG10528	CG2709	1
CG10528	CG5089	1
CG10528	CG5792	1
CG10535	CG12985	1
CG10535	CG30393	1
CG10540	CG15710	1
CG10540	CG17158	1
CG10540	CG5315	1
CG10566	CG14792	1
CG10566	CG31999	1
CG10570	CG1461	1
CG10570	CG9578	1
CG10570	CG9665	1
CG10573	CG8407	1
CG10575	CG3953	1
CG10575	CG9986	1
CG10581	CG31196	1
CG10582	CG5147	1
CG10585	CG8247	1
CG10589	CG3832	1
CG1059	CG9480	1
CG10594	CG15042	1
CG10594	CG5820	1
CG10596	CG11380	1
CG10596	CG13907	1
CG10600	CG15771	1
CG10600	CG7605	1
CG10602	CG18806	1
CG10602	CG31363	1
CG10610	CG18259	1
CG10616	CG4955	1
CG10616	CG9242	1
CG10620	CG32264	1
CG10631	CG12958	1
CG10635	CG10914	1
CG10635	CG15468	1
CG1064	CG11314	1
CG1064	CG12175	1
CG1064	CG12835	1
CG1064	CG12985	1
CG1064	CG13165	1
CG1064	CG13728	1
CG1064	CG1391	1
CG1064	CG1461	1
CG1064	CG14939	1
CG1064	CG15151	1
CG1064	CG15482	1
CG1064	CG15646	1
CG1064	CG1641	1
CG1064	CG18259	1
CG1064	CG2168	1
CG1064	CG3027	1
CG1064	CG31163	1
CG1064	CG3825	1
CG1064	CG3929	1
CG1064	CG4303	1
CG1064	CG7352	1
CG1064	CG9665	1
CG10640	CG11672	1
CG10640	CG3075	1
CG10640	CG31052	1
CG10645	CG7705	1
CG10645	CG9986	1
CG10650	CG10852	1
CG10650	CG10989	1
CG10650	CG11676	1
CG10650	CG13840	1
CG10650	CG15109	1
CG10650	CG15771	1
CG10650	CG3081	1
CG10650	CG31006	1
CG10650	CG32705	1
CG10650	CG4798	1
CG10650	CG5923	1
CG10650	CG5933	1
CG10650	CG7835	1
CG10650	CG9312	1
CG10651	CG2079	1
CG10652	CG32016	1
CG10652	CG4167	1
CG10653	CG11990	1
CG10653	CG12958	1
CG10653	CG14556	1
CG10653	CG15071	1
CG10653	CG16719	1
CG10653	CG3610	1
CG10653	CG8383	1
CG10664	CG4778	1
CG10664	CG5642	1
CG10671	CG5134	1
CG10671	CG7570	1
CG10674	CG1544	1
CG10680	CG18408	1
CG10681	CG1091	1
CG10681	CG30077	1
CG10681	CG5341	1
CG10681	CG9201	1
CG10683	CG16721	1
CG10683	CG3250	1
CG10683	CG32809	1
CG10683	CG3929	1
CG10683	CG4832	1
CG10691	CG32705	1
CG10691	CG7605	1
CG10692	CG15323	1
CG10694	CG11181	1
CG10694	CG12728	1
CG10694	CG2109	1
CG10694	CG3321	1
CG10694	CG4303	1
CG10694	CG6755	1
CG10694	CG7757	1
CG10694	CG8436	1
CG10695	CG11896	1
CG10695	CG12692	1
CG10695	CG17255	1
CG10695	CG33209	1
CG10695	CG4887	1
CG10695	CG5445	1
CG10695	CG6511	1
CG10695	CG8086	1
CG10701	CG32654	1
CG10710	CG11796	1
CG10710	CG5792	1
CG10710	CG9511	1
CG10711	CG14750	1
CG10711	CG5585	1
CG10712	CG15356	1
CG10712	CG8230	1
CG10712	CG9232	1
CG10713	CG4167	1
CG10721	CG1503	1
CG10721	CG15693	1
CG10721	CG3724	1
CG10721	CG4045	1
CG10721	CG4293	1
CG10721	CG4533	1
CG10726	CG6544	1
CG10732	CG7571	1
CG10733	CG16972	1
CG10739	CG17521	1
CG10746	CG12081	1
CG10746	CG14079	1
CG10746	CG15871	1
CG10756	CG4079	1
CG10757	CG12081	1
