84968	100129239	0
9456	56130	0
3932	23087	1
83742	84068	0
51084	54861	0
794	4598	0
84866	254552	0
11073	84864	0
2890	57521	0
2542	80157	0
7185	8405	1
80233	492311	0
10307	26135	0
6051	199800	0
4729	400720	0
5087	9674	0
25770	89795	0
4620	56181	0
8870	221002	0
2634	9980	0
8318	23594	1
1196	283219	0
353333	375791	1
3425	5034	0
968	79023	0
23341	168417	0
10398	57830	0
2014	219956	0
84313	220134	0
2193	29925	0
8153	142678	0
7220	201232	0
9617	386685	0
4112	768211	0
157638	646486	0
23215	392197	0
9497	147646	0
2963	5777	0
3821	79669	1
2619	8788	1
10550	80003	0
5834	6019	0
51087	134391	0
6037	192666	0
1981	54497	0
9924	389812	0
339761	425054	0
374378	728049	0
23682	83439	0
118812	147183	1
53829	347516	0
6988	23557	0
91734	94086	0
3778	7556	0
2569	283358	0
3758	728858	0
1033	89874	0
2100	8648	1
6588	148867	0
10616	23005	1
51606	54776	1
23019	122786	0
5742	170627	0
57506	79178	0
4162	554313	0
1880	92304	0
5587	55294	0
64123	340120	0
9900	80331	1
64648	445577	0
6299	51185	1
5594	5894	1
1478	55608	1
7305	7869	0
10085	375616	0
9537	387357	0
115265	285672	1
2873	8837	0
7716	202134	1
8568	120103	0
79685	84970	0
1908	8536	0
1230	5892	0
1376	282991	0
64130	84954	0
1008	375759	0
3885	27128	1
1389	729240	0
54487	54716	0
8209	22928	0
11143	79886	1
5442	7414	0
2017	653505	0
80705	246243	0
79470	84688	0
79694	221491	0
2354	55752	0
9099	50865	0
5272	11161	1
10660	148789	0
5683	25906	0
9849	118881	0
29978	196335	0
785	5602	0
78997	100507170	0
5273	6732	1
91614	282991	0
54617	441669	0
56943	390142	0
7541	79005	1
6657	28984	0
29104	145581	0
648	8697	0
7556	64219	0
60484	283948	0
51304	55626	0
4152	8535	1
373	84676	1
55140	140609	0
5333	100381270	0
6611	140625	0
3565	22907	0
9402	125950	1
83901	114990	1
64423	84210	0
4991	57501	0
1006	50507	0
4798	441911	0
4665	90113	0
8575	23078	0
3024	5578	1
2056	5315	0
8590	29114	0
8796	9819	1
9807	53918	0
22818	440515	0
5683	55845	0
90990	100129792	0
1375	140465	0
2298	11168	0
56256	255798	0
3292	25827	0
158830	390648	0
2672	56267	0
1453	5950	0
4536	91584	0
83546	653486	0
9572	207063	0
3233	80210	0
85407	386674	1
26061	65109	0
9728	64222	0
6921	7428	1
92737	403313	0
51121	115572	0
23624	84547	0
54920	387763	0
10407	140801	0
1412	337960	1
3301	22976	1
378951	440068	0
60592	119764	0
51191	390079	0
319	9830	0
8227	729956	0
11126	85441	0
80258	91694	1
587	2520	0
54760	390083	0
9136	653220	0
6625	7150	1
3725	4779	1
3451	84303	0
442868	728369	0
6505	57721	0
6785	55796	0
2030	147920	0
5138	11044	0
10318	55211	1
54206	80213	1
10099	94121	0
166	79190	1
1499	5295	1
55811	118460	0
2617	5861	0
2150	57007	0
5866	23281	1
9265	9609	0
116412	202559	1
351	57593	1
53630	337880	0
9961	57591	1
139425	643669	0
2346	22873	0
5940	245909	0
3490	147872	0
84631	149628	0
114548	222865	0
6300	128486	0
93611	100533181	0
4539	29842	0
1009	54440	0
80264	282969	0
7013	9921	1
3148	90441	1
25854	26284	0
9320	9801	0
8416	441639	0
80830	146705	1
1612	11170	1
6253	200010	0
5604	6790	1
3566	51571	0
3222	79758	0
3699	266675	0
148979	282809	0
3991	253461	0
954	5930	0
79929	84900	0
3482	8989	0
10717	414149	0
54878	57107	0
6631	51517	1
8988	55779	0
167359	404552	0
9422	90933	1
7112	139231	0
56244	253769	0
84891	102724334	0
3215	9001	1
6629	51202	0
3766	57001	0
1144	10123	0
2178	79744	0
6238	7450	0
6667	57628	0
8751	54959	1
7157	112399	1
80028	83755	1
631	54937	0
56654	127707	0
6300	10611	0
8685	94031	0
1408	79025	0
9450	81603	0
9912	400966	0
10008	81786	0
2791	79739	0
3912	401562	0
9482	79081	0
2801	54478	1
5100	8945	1
6746	7265	0
6447	401505	0
2309	5524	1
8548	54331	0
11118	138151	0
5876	8484	0
2547	10474	1
5534	5913	0
11277	386675	1
7358	128646	0
50810	54386	1
80740	85459	0
7846	23460	0
3265	5293	1
1109	344191	0
79441	117154	0
1670	282616	0
4072	730098	0
7296	80271	0
6720	29767	0
392509	100996939	0
598	655	0
2585	131540	0
23070	342527	0
51427	56913	0
572	93624	0
1289	79694	0
55683	653820	0
25925	84527	0
85235	728096	0
64689	200424	0
3640	267002	0
146378	285368	0
7135	84676	1
153328	386682	1
7718	83755	1
3992	147719	0
2784	728911	0
57592	84289	0
219469	285148	0
4223	5373	1
56100	203447	0
23054	23371	0
324	5535	1
5316	51555	0
29789	83473	0
3786	26049	0
2268	57154	1
11142	57617	0
124512	140823	0
5601	5609	1
84069	117145	0
10159	26012	0
22	646915	0
5501	64773	0
4010	158747	0
5608	6300	1
4696	55450	0
7408	55763	0
7450	10133	1
5724	100996939	0
147657	346525	0
115426	389124	0
10815	55198	0
5229	653067	0
1810	23305	0
11146	84883	0
8514	84839	0
140680	151888	0
2316	79666	1
421	7159	0
79616	133022	0
6887	84226	0
8383	202333	0
22918	246176	0
57594	85442	0
9287	29896	0
3014	55611	1
1675	10875	0
51127	147965	0
6373	6422	0
11030	118738	1
79850	401265	0
4775	126206	0
84767	140730	0
22908	84330	0
9050	117166	0
2028	55218	0
11277	23627	1
2218	169270	0
2230	26108	0
2801	80705	1
10260	643246	0
8000	91319	1
5350	56681	1
84221	337978	0
174	53346	0
5250	79689	0
2322	128876	0
4686	9878	0
79098	340120	0
11073	56916	1
1022	55164	0
150356	541565	0
23019	339345	1
3467	439996	0
54739	89858	0
10935	653073	0
5394	283578	0
54329	84759	0
388730	645359	0
2071	345757	0
28962	84667	0
2636	200205	0
3148	151525	0
3737	388969	0
3437	206338	1
1432	10987	1
