3836	10013	1
10241	170954	1
4953	10294	0
55171	56256	0
9757	10753	0
54976	200933	0
2322	6714	1
7994	121504	1
2932	8543	1
9531	127002	1
80821	649330	0
2273	5621	1
27101	54984	1
4223	27124	1
63826	79728	0
2686	149461	1
2059	54785	1
1936	9810	1
121391	342574	1
10083	57142	0
7248	84941	1
64518	84962	1
4222	25959	1
6778	51132	1
10142	83881	0
5199	414157	0
2104	8204	1
241	363	1
3093	5071	1
1956	26191	1
9391	140290	1
7135	23281	1
7177	7851	0
2150	112476	1
6132	140545	0
4281	7335	1
29980	79734	0
3157	340393	0
24139	30014	1
10290	26249	0
84858	85293	1
64786	80254	1
6165	257629	0
117144	440051	1
9463	83639	1
25959	55165	1
5888	57599	1
1299	30846	0
4734	6725	1
4188	25828	1
3866	27128	1
6432	58533	0
7535	120892	1
4490	54463	0
5090	7809	1
2224	9659	0
168544	284612	0
2101	64324	1
4841	9513	1
786	51690	0
3419	6487	0
375775	642273	0
1861	22826	0
6296	7283	0
1767	333929	0
2006	3958	1
4648	729991	0
54892	140831	0
2742	23096	0
51043	94121	1
78987	85480	0
54210	55194	0
185	51225	1
1017	6331	1
64220	140458	0
57532	375791	1
51324	102724652	1
5698	117245	0
8120	10449	0
7782	10385	1
904	4299	1
358	4000	1
2885	84068	0
5530	26249	1
4118	84913	0
55758	125115	1
5593	80264	0
54596	63027	0
9774	85291	0
3276	8312	1
29911	84221	1
10369	54465	0
988	9659	1
1958	284040	0
4105	10640	1
285	8682	0
118	51409	0
10841	83933	0
3394	3664	1
23028	84656	1
11023	100996331	0
91947	389084	0
51368	56894	0
2189	23385	0
1993	7984	0
117196	221806	0
2288	10452	0
917	8812	0
10198	10998	0
81875	283933	0
92104	254531	0
128866	284390	0
2064	2065	1
373	286499	1
7314	222166	1
9802	122183	1
5594	5604	1
10580	57556	1
9759	10241	1
3185	11100	1
10524	55755	1
1072	284306	0
900	9240	1
6732	7307	1
367	10524	1
23091	57118	0
57018	139231	0
54535	149371	1
5607	84662	1
1136	1407	0
1665	8241	1
8556	83983	0
3749	57654	0
10326	54715	1
26232	140032	0
2263	5782	1
2593	56658	1
3094	79654	0
1909	503618	0
56994	129450	0
2534	440068	0
6579	23211	0
9729	91445	0
64921	346653	0
22852	254225	0
731	733	1
7316	9320	1
2846	27243	0
1457	8894	1
793	10622	0
6880	9197	0
381	8546	1
10608	171023	1
55345	642273	0
2139	5083	1
9341	23786	1
10699	388228	0
5689	10551	1
2128	6480	0
6935	388610	0
7187	152206	1
963	1946	1
3001	3024	1
7059	338773	0
10488	22845	1
65062	149111	1
5603	27429	1
23384	64131	0
5894	50717	1
1813	10313	1
286151	100302736	0
5879	120227	0
5837	79660	1
145853	150684	0
6464	6714	1
26648	729759	0
9454	56890	1
1731	55964	1
3055	116448	1
2931	4670	1
23498	342372	0
6837	9443	1
9929	54507	1
51761	55238	0
51741	170825	0
8313	8945	1
3315	4673	1
50944	59271	0
140691	374393	0
688	6418	1
2117	55531	0
6456	92799	0
353133	353143	1
5594	93099	0
1869	9112	1
51115	387129	0
56953	64902	0
79720	374882	0
6386	55165	1
5140	100506049	0
1128	6000	1
635	79796	1
4034	165186	0
5940	57693	1
2079	51003	1
6584	342574	1
1786	10971	1
65062	254428	1
84922	254973	0
3224	79616	0
54557	83590	1
11040	55565	1
3371	5714	0
5924	89941	0
23632	51466	0
4791	7773	0
3064	23390	1
8467	256987	0
7113	147657	0
3155	653604	0
10871	23178	0
79899	132671	0
23293	130749	0
56155	57670	0
54784	113878	1
725	57343	0
63922	219402	0
3198	6585	1
8417	116211	1
5371	112939	1
7253	92283	0
1003	2243	1
229	200958	1
6048	78992	1
9136	389852	0
48	1213	1
9318	51138	1
4071	79087	0
9147	125113	0
56655	81894	0
55145	729233	1
4824	7150	1
4105	7726	1
1295	440023	1
55729	85474	0
8880	56339	0
4223	83901	1
3885	10286	1
2908	10002	1
7417	80823	0
2300	4001	0
3569	8516	0
166	163087	1
23788	64374	0
1460	6199	1
79339	374462	0
23658	124044	0
2214	56925	1
3315	134218	1
8178	23250	0
51071	349075	0
29777	163183	1
1438	2840	0
3229	6035	0
27303	644041	0
5966	9915	1
24144	29123	1
55582	220064	0
7706	56829	1
6001	643669	0
3267	6886	0
7187	57595	1
285855	643161	0
6505	132204	1
8350	654790	0
64321	79927	0
8216	64895	1
2976	285636	0
339448	102724488	0
4620	9827	0
185	5737	1
81788	221481	0
8881	11013	0
373	6049	1
6258	9971	1
54331	79822	0
3866	196374	1
57159	340665	0
6602	25793	1
3320	7334	1
9355	23423	0
1033	79363	0
10736	54901	0
9470	54808	0
6605	84960	1
11140	92840	1
51222	51692	0
5590	23258	1
10817	122809	1
63950	337977	0
599	55259	0
578	29889	0
4149	6872	1
26230	51526	0
2948	51481	0
2959	10589	1
56107	387804	0
2281	133308	0
84458	246329	0
640	283237	0
56979	93343	0
10268	387266	1
79441	202658	0
84689	138474	0
25939	153918	0
11127	147339	0
25759	54972	0
3718	9605	0
83443	90060	0
1950	64240	0
1318	23178	0
1460	6045	1
162	170680	1
4598	728369	0
5870	160760	0
790	3002	0
27309	388677	1
822	26234	0
7716	54764	1
640	8087	1
554	51227	0
3238	4094	1
4000	91663	1
1822	252983	1
3725	4773	1
7247	10472	1
54885	55699	0
51053	81620	1
80149	84675	1
6382	8573	1
682	7316	1
2913	5494	1
26054	27248	0
338596	401251	0
23281	55195	1
8314	23468	1
7416	25953	0
5471	161291	0
23492	388284	0
2885	2889	1
3806	4131	0
481	23446	0
10360	165904	0
8310	84282	0
29785	148932	0
23229	57718	0
7465	377007	0
5886	7187	1
5937	7024	1
8631	399665	1
6386	22954	1
5987	221184	1
10175	124872	0
11030	391104	1
3614	151963	0
11152	388561	0
27033	729246	1
23390	25870	1
200316	346689	0
2542	375444	0
63916	150962	0
2277	2324	1
5914	7704	1
9091	23015	0
5868	79874	1
8341	55216	1
166	79190	1
3981	4758	1
4259	8417	1
27	79056	1
4188	6470	1
30012	197258	1
9246	11118	0
9470	51421	1
163933	386681	0
22877	57481	0
10651	29978	1
28512	284361	0
27347	142683	0
3303	9320	0
651	910	0
3958	22976	1
55007	284340	0
2254	55132	0
56110	84722	0
11281	337879	1
55796	729246	1
54682	152015	0
5573	65078	0
5987	51072	1
4193	54971	1
1435	81851	1
351	9274	1
10251	23390	1
816	7068	1
6591	340533	0
286499	653282	0
6201	7541	1
8887	79735	1
4246	89858	0
6247	57020	0
1634	5001	0
8879	79993	0
27346	56681	1
3434	5883	0
2006	6147	0
7324	9666	1
5071	7324	1
11344	144404	0
92579	114131	0
2055	80777	1
784	10657	0
23246	404203	0
1962	23281	1
9025	9463	1
7090	259217	0
6672	51101	1
65251	401663	0
4541	6051	0
7083	7088	1
84056	84134	0
359	10488	1
101	4092	0
7040	29122	1
146705	200845	1
79616	100507027	0
79595	100526760	0
815	200523	1
57185	81853	1
10148	138429	0
9938	25874	0
1761	55287	0
140885	102724657	0
4914	10875	0
331	836	1
7009	728741	0
4356	83443	0
57576	140739	0
355	356	1
8091	113510	0
9839	80097	0
54960	91754	0
5971	25921	0
6396	221395	1
58525	152015	0
8349	9025	1
801	51297	0
10142	154075	1
10529	342096	1
1031	4250	1
10193	51329	1
3481	7917	1
84643	646892	0
2159	10409	0
171392	100101467	0
57120	200916	0
30850	220202	0
3689	8317	0
2264	54206	1
23396	83660	1
7032	7224	0
6502	7832	1
8339	23304	1
6275	90417	0
3837	9156	1
51128	84945	0
974	8349	0
3198	81851	1
55602	147040	0
11178	25959	1
23607	79890	1
1045	5071	0
27074	84267	0
2116	554251	0
23098	353376	1
337973	389136	1
5432	54550	1
480	6433	0
9899	29922	0
1756	56121	0
219770	100310846	0
2530	253190	0
2876	5199	0
405	8648	1
26266	503497	1
1024	9150	1
5914	7874	1
7542	55800	1
25813	55231	0
4747	9659	1
5710	440956	0
11043	122786	1
695	4233	1
672	11200	1
978	113179	1
969	51465	0
9217	79001	1
60625	339403	0
4057	65975	0
1589	353140	1
10471	23101	0
4216	5879	1
3718	6461	1
646915	100506658	0
2866	400120	1
3002	10728	1
6642	6855	1
2275	26524	1
51121	57614	0
11030	113878	1
6833	8314	0
23281	55885	1
55701	220082	1
9729	100132994	0
8241	10432	1
7517	80760	1
6938	149371	1
2354	115352	0
7296	643988	0
387	116984	1
2564	90121	0
51316	337882	1
3140	256892	0
7454	8013	0
51706	56893	1
51542	246176	0
7851	199675	1
7284	116173	1
54976	333932	0
64121	125476	0
10537	643314	0
2853	5552	0
6406	120146	0
11118	11262	0
5713	7431	1
51289	119695	0
6782	124930	0
6631	402682	1
54	9194	0
11235	51510	1
79711	163175	0
5649	9043	0
127703	192666	1
51162	130916	0
3032	6834	0
55791	284695	0
57179	79674	0
79797	386681	1
55821	158234	0
8717	140870	0
9738	138151	0
834	9230	0
10938	653423	0
11314	147007	1
9100	51277	0
598	79608	1
8819	10855	0
5516	261726	1
3190	378951	1
4087	23410	0
3265	5144	1
9842	80070	0
5465	29123	1
22915	60558	0
5096	133686	0
9655	317754	0
5165	23341	0
140683	220869	0
7138	55854	1
1962	221504	1
65987	84734	0
8349	83862	0
9203	246721	0
5501	84687	1
10194	338949	0
2801	246176	1
4331	79803	1
57663	119682	0
3265	27246	1
10128	80896	0
5790	7448	0
126272	266740	0
10036	219293	0
27123	79470	0
374877	375791	1
8458	25888	0
92949	117144	0
63940	81875	0
6461	11077	0
6565	399947	1
8976	29763	1
367	9611	1
10798	154790	0
9228	9863	1
3208	56005	1
55619	100287896	0
8576	91419	1
55017	84066	1
5587	10253	1
4998	6502	1
4061	6318	0
6533	126731	0
2051	6815	1
23092	160492	0
2832	388677	1
1982	5275	0
6654	9467	1
922	154796	0
51006	340348	1
3804	27302	1
54876	55351	0
85293	337974	1
4760	286077	0
7316	84959	1
4153	80341	0
4342	388677	1
23002	390874	0
9463	23378	1
10062	55154	1
2012	100288797	1
3746	6383	0
432	339302	1
8310	145173	0
162998	400966	0
64847	390174	0
360	4917	0
10404	80205	0
9253	80352	0
650	85462	0
114327	128602	1
55102	64096	0
3820	127253	0
9891	10399	0
6168	56474	1
11040	23625	0
90993	401152	1
11336	342132	0
5576	55273	0
2160	100293534	0
83755	388818	1
4609	4771	1
11279	22807	0
8573	9245	1
79980	83983	0
9832	441376	0
8061	23151	0
83483	83856	0
4155	5578	1
94	4086	1
7325	115992	1
5634	50511	0
5588	22879	0
5204	79090	1
8382	146439	0
57088	64776	1
5932	130813	0
11281	162239	1
4634	56099	0
4053	222894	0
533	2740	1
7013	51411	1
23411	100506049	0
79643	83451	0
4176	7428	1
57002	79738	1
5406	26047	0
1962	54793	1
200894	283870	1
55275	646486	0
11017	219493	0
84961	200172	0
8907	115704	1
207	54434	1
25874	51324	1
7572	252884	1
54708	83872	0
1628	55509	1
92552	116840	0
3718	10044	0
6461	54707	0
4000	554282	0
883	55308	0
813	55662	0
6010	25792	0
4087	56288	1
9727	84440	1
4706	28511	0
6477	122183	1
23137	339965	0
1039	57639	1
1130	252839	0
50626	114791	0
6616	84258	1
5420	54874	0
2706	80224	0
8214	22806	1
546	9759	1
597	196541	0
6341	23211	0
5778	6744	0
6191	6207	1
1106	51009	0
115290	158297	1
6045	84759	1
9935	107987235	0
3172	6880	1
54503	201305	0
8277	11264	0
6941	7337	1
689	23390	1
10513	11282	1
123879	400566	0
51199	51512	1
3627	6387	1
1822	10432	1
6934	10459	1
6310	59349	1
10273	22983	1
4017	25921	0
88	55914	1
312	4734	1
2825	101928917	0
6546	54602	0
5645	219469	0
27290	57594	0
28964	57761	1
25793	91582	1
5333	6414	0
786	440138	0
55745	149466	0
54897	259217	0
64318	129807	0
9123	283571	0
26260	27430	1
657	170589	0
23281	60484	1
