11227	654463	0
4803	4914	1
7702	79825	0
335	2800	0
55351	84766	0
2139	80739	0
150160	222865	0
3426	22954	0
55837	58529	0
5900	83551	0
220134	348235	1
9284	22822	0
29121	80055	0
8575	79147	0
55530	79310	0
3224	375791	1
6621	51222	0
57524	160897	0
4117	388389	0
144453	146802	0
8341	63973	0
187	57343	0
7414	7741	0
919	79574	0
6398	9958	0
27250	90231	0
55823	220869	0
283	343173	0
85451	253175	0
10576	10861	0
55154	84959	0
902	148870	0
55829	64093	0
54682	284110	0
83550	85407	0
10181	140596	0
65008	121504	0
27440	56906	0
7289	84700	1
344	64840	1
1627	10073	1
624	4216	0
885	3310	0
10178	26001	0
7903	54658	0
1382	5058	0
10600	121504	1
54434	343472	0
4678	8357	1
7718	51181	0
5531	7918	1
4817	22829	0
55190	79794	0
4998	5000	1
79029	374739	0
374973	100529144	0
6945	84708	1
2737	7545	1
79726	126961	0
2060	5429	0
1439	10454	0
5753	100533997	0
51545	386676	1
83452	84084	0
6667	26054	1
255349	285203	0
2295	6446	0
6659	7248	1
346606	392465	0
26735	64236	0
2332	55856	0
7375	27005	1
6568	10036	0
5859	220004	1
4947	53344	0
22802	200232	1
8878	51334	0
5458	219875	0
1345	100526664	0
54738	202865	0
27141	149708	0
6390	89869	0
6182	10933	1
130106	399473	0
8940	23281	0
64963	84289	0
7319	57019	0
8434	84309	1
10645	142891	0
2801	113115	1
3357	3638	1
22950	23062	0
28999	162962	0
51351	84282	0
55297	222584	0
55188	283385	0
5025	7110	0
1638	2798	0
55769	728734	0
3633	50604	0
4759	4830	0
80258	140710	1
538	6476	0
1510	26278	0
4802	7802	0
962	22953	0
79874	93550	0
6895	54210	0
51704	131890	0
3982	5698	0
10602	221785	0
23553	155382	0
23544	53841	0
8403	56904	0
4221	5970	1
2657	4137	0
373	11067	1
1053	6319	0
10011	574537	0
4482	136647	0
5406	144321	0
58527	94103	0
51283	79368	0
54360	56673	0
7535	153657	0
3609	11030	1
1349	84612	0
9375	9472	0
10494	128954	0
8225	123606	0
3002	85439	0
55211	474344	0
2928	253017	0
119749	123775	0
5977	6598	1
7013	7532	1
