1339	5478	0
54518	153733	0
1522	60468	1
9878	10463	0
1399	2549	1
9788	653720	0
5159	7409	1
10885	375449	0
55127	55299	0
4609	5156	1
5334	441054	0
10217	130617	0
23358	100528032	0
128646	158131	0
9698	29780	0
23564	55065	0
2582	388551	0
54675	148281	0
8829	54765	0
113	3987	0
1364	151246	0
4004	285753	1
23164	51691	1
254042	393046	0
10897	51170	1
676	5890	0
4209	642446	0
2876	9082	0
8999	57017	0
147687	200734	1
9901	284486	0
10343	56971	0
998	5226	1
1345	25842	0
54800	166378	0
84958	441521	0
6606	494119	1
6789	129881	0
90522	282775	0
8615	23528	0
8911	26496	0
55647	441054	0
3697	8995	0
10870	27286	0
9672	23650	0
25901	26164	0
23493	79677	0
128153	149483	0
338661	390010	0
8350	23426	1
3568	168391	0
9337	56139	0
4921	84928	0
54797	199746	0
11270	56947	1
79755	203569	0
6921	79699	1
3320	3728	1
4188	55093	1
576	79658	0
4233	5894	1
56164	144402	0
9240	27434	1
51764	80254	0
10714	338761	0
10210	57121	0
56950	57002	0
3110	133022	0
4017	118430	0
3017	5686	0
11266	26353	1
2978	10551	1
5728	51441	1
1969	4131	0
5121	84447	0
130271	147111	0
5208	10395	0
23563	55187	0
5788	60494	0
23417	81579	0
25789	55093	0
51449	85443	0
23243	259236	1
23247	653333	0
10554	645832	0
8702	56254	0
820	2014	0
488	4919	0
5673	79817	0
2625	126792	0
10241	79165	1
761	2122	0
5460	9600	0
10516	57532	1
10268	91894	0
56005	84216	0
124512	203569	0
1894	4513	1
1339	196541	0
2328	90853	0
115727	144423	0
146705	440603	1
7534	54831	0
7082	8682	1
4102	5424	0
80133	151556	0
7038	55766	0
7681	51297	1
126231	440097	0
11083	254042	0
5673	8577	0
56101	645142	0
5923	11130	0
441250	100130274	0
50837	94235	0
284013	645142	0
8936	79400	0
663	55508	1
1538	6607	0
389158	390916	0
84676	140545	0
29035	171483	1
4956	5205	0
55833	91156	1
901	283870	0
5770	113802	0
2937	7013	1
27316	440107	0
5238	55249	0
9513	10142	1
405	1031	1
80381	132954	0
6804	6809	1
3400	57730	0
351	10344	1
5529	10916	0
1293	8567	0
65121	151473	0
7779	245972	0
56965	414301	0
6403	23333	0
8292	29074	0
51661	286451	1
87178	126820	0
3846	4062	1
9188	100505591	0
7923	80816	0
9047	79705	1
10933	59285	0
138199	729475	0
219409	286430	0
55501	196996	0
1400	114327	0
1051	1958	1
5493	7431	1
2116	3198	0
776	100506049	0
5433	85445	0
4072	5626	0
6709	100132916	0
2712	6206	0
57636	127733	0
7043	284656	0
64900	345778	0
26273	101929726	0
3263	3858	0
57546	375298	0
155066	161436	0
8600	55068	0
127550	256949	0
2213	5924	0
8894	256006	0
25978	51537	0
1395	2118	0
712	10097	0
2017	53833	0
5122	25961	0
2993	9817	1
10763	84000	0
57804	133022	0
6532	9486	0
25844	84767	0
6462	132299	0
55093	56892	0
6017	100529144	0
22859	253559	0
2554	256586	0
481	64111	0
54498	79024	0
6176	55304	0
10678	11151	0
148213	163059	0
2897	9080	0
23114	392138	0
2064	2317	1
123036	342918	0
1612	103910	1
5253	170589	0
5205	401089	0
11315	55852	0
3326	55664	1
92370	283726	0
3990	126298	0
4867	26532	0
9811	51567	0
1059	26958	0
84263	200185	0
1198	54470	0
2249	81928	0
22941	55614	0
8837	55207	0
8175	10291	1
25828	81858	1
4245	652968	0
54619	119764	0
3597	55799	0
2099	10286	1
2123	6147	0
30850	254187	1
23093	123207	0
6705	6871	0
55558	117245	0
8553	27287	1
8216	11081	0
2743	51259	0
51090	203547	1
10921	100101467	1
7415	255231	0
23493	375791	1
6013	340980	0
7189	7335	1
1018	116113	0
1369	10089	0
5664	6790	1
90523	157855	0
4974	112611	0
9865	83552	0
1021	158880	1
64863	729230	0
7718	59342	0
54542	203569	0
196472	200959	0
1740	115399	0
1826	10606	0
111	9245	0
3984	148213	0
51075	388588	1
2189	9683	0
10870	285671	0
54959	89910	0
1213	100288687	1
7818	56895	0
8013	83899	1
279	195828	0
23493	84616	1
10161	147687	0
4355	152831	0
64093	389136	1
84620	388536	0
64078	136991	0
55086	353515	0
795	79871	0
1759	23546	0
4705	28984	0
219855	403244	0
26108	161514	0
94005	730755	1
25777	161882	0
2979	6748	0
10121	161497	0
7074	29887	0
115817	100131378	0
6119	11245	0
7422	60680	0
6722	10574	0
2898	79736	0
361	51440	1
6359	51367	0
29122	56344	0
421	84630	0
55689	388282	0
2890	8878	1
10347	139221	0
2737	91056	0
7813	164127	1
2669	283385	1
115584	166336	0
875	53347	1
23108	63926	0
5320	126119	1
6567	222642	1
2990	548593	0
4680	114780	0
9235	206412	0
23014	375035	0
5019	7324	0
84871	149345	0
2790	2840	0
6591	164395	0
6389	112885	0
5914	81857	1
9470	93474	0
51542	219681	0
3770	441168	0
5054	9732	0
9807	57478	0
5721	63941	0
84944	219541	0
80321	170082	1
8664	79656	1
3028	25854	0
22888	51265	0
4902	11282	0
9605	219437	0
10123	646498	0
2058	2099	1
6801	60561	1
10231	402117	0
4688	5554	0
1804	3767	0
1457	4311	1
5563	64601	0
8808	285679	0
123624	392490	0
7531	25937	1
1956	22983	1
10253	81567	1
1163	23368	1
9459	9815	1
4771	51343	1
341	207063	1
64840	440023	0
55152	375791	1
1786	90485	0
3316	10397	0
9562	57222	0
10189	133686	0
1515	115201	0
148398	729240	1
1282	7802	0
1107	84824	0
54549	84914	0
55750	60672	0
6659	6790	1
572	7001	1
599	6166	0
10841	121599	0
5536	168002	0
1783	2646	0
27086	170825	0
5315	56997	0
55862	78996	0
94	114799	0
5251	9721	0
1407	79365	1
